call_id,rep_id,hcp_id,territory_id,product_promoted,call_date,month,year,month_num,channel,call_outcome,converted,call_duration_min,samples_dropped
C0004227,R021,H0375,T033,P002,2024-02-11,2024-02-01,2024,2,In-Person Visit,Positive - Interest Shown,True,9,True
C0004228,R021,H0367,T033,P003,2024-02-02,2024-02-01,2024,2,In-Person Visit,Positive - Prescription Written,False,24,False
C0004229,R021,H0375,T033,P004,2024-02-06,2024-02-01,2024,2,In-Person Visit,Neutral - Information Only,False,7,False
C0004230,R021,H0487,T033,P005,2024-02-03,2024-02-01,2024,2,Email Follow-up,Neutral - Information Only,False,31,True
C0004231,R021,H0487,T033,P003,2024-02-15,2024-02-01,2024,2,In-Person Visit,Neutral - Information Only,False,12,False
C0004232,R021,H0487,T033,P001,2024-02-23,2024-02-01,2024,2,In-Person Visit,Negative - No Interest,False,25,False
C0004233,R021,H0375,T033,P003,2024-02-26,2024-02-01,2024,2,Email Follow-up,Neutral - Information Only,False,40,True
C0004234,R021,H0450,T033,P002,2024-03-05,2024-03-01,2024,3,Conference,Positive - Interest Shown,False,40,False
C0004235,R021,H0386,T033,P004,2024-03-11,2024-03-01,2024,3,Virtual Detail,Positive - Interest Shown,False,38,True
C0004236,R021,H0439,T033,P005,2024-03-15,2024-03-01,2024,3,Virtual Detail,Neutral - Information Only,False,16,False
C0004237,R021,H0487,T033,P002,2024-03-27,2024-03-01,2024,3,In-Person Visit,Positive - Prescription Written,False,44,True
C0004238,R021,H0375,T033,P004,2024-03-10,2024-03-01,2024,3,Virtual Detail,Neutral - Information Only,False,36,False
C0004239,R021,H0386,T033,P005,2024-03-10,2024-03-01,2024,3,Virtual Detail,Neutral - Information Only,False,22,False
C0004240,R021,H0386,T033,P003,2024-03-24,2024-03-01,2024,3,Conference,Positive - Prescription Written,False,11,False
C0004241,R021,H0375,T033,P002,2024-04-03,2024-04-01,2024,4,Speaker Program,Neutral - Information Only,False,12,True
C0004242,R021,H0367,T033,P006,2024-04-29,2024-04-01,2024,4,In-Person Visit,Neutral - Information Only,False,42,True
C0004243,R021,H0386,T033,P003,2024-04-15,2024-04-01,2024,4,In-Person Visit,Neutral - Information Only,False,10,True
C0004244,R021,H0375,T033,P001,2024-04-29,2024-04-01,2024,4,In-Person Visit,Neutral - Information Only,False,24,False
C0004245,R021,H0375,T033,P006,2024-04-06,2024-04-01,2024,4,In-Person Visit,Positive - Interest Shown,False,37,True
C0004246,R021,H0375,T033,P006,2024-04-02,2024-04-01,2024,4,In-Person Visit,Neutral - Information Only,False,11,True
C0004247,R021,H0439,T033,P002,2024-04-12,2024-04-01,2024,4,In-Person Visit,Neutral - Information Only,False,25,False
C0004248,R021,H0487,T033,P006,2024-05-26,2024-05-01,2024,5,In-Person Visit,Follow-up Scheduled,False,21,False
C0004249,R021,H0310,T033,P004,2024-05-04,2024-05-01,2024,5,In-Person Visit,Neutral - Information Only,False,40,False
C0004250,R021,H0386,T033,P006,2024-05-10,2024-05-01,2024,5,In-Person Visit,Positive - Interest Shown,False,40,True
C0004251,R021,H0367,T033,P003,2024-05-02,2024-05-01,2024,5,Conference,Neutral - Information Only,False,17,True
C0004252,R021,H0375,T033,P003,2024-05-26,2024-05-01,2024,5,In-Person Visit,Negative - No Interest,False,31,False
C0004253,R021,H0386,T033,P002,2024-05-27,2024-05-01,2024,5,Virtual Detail,Positive - Interest Shown,False,14,True
C0004254,R021,H0386,T033,P003,2024-05-10,2024-05-01,2024,5,In-Person Visit,Positive - Interest Shown,False,16,False
C0004255,R021,H0439,T033,P002,2024-06-26,2024-06-01,2024,6,In-Person Visit,Neutral - Information Only,False,37,True
C0004256,R021,H0367,T033,P005,2024-06-03,2024-06-01,2024,6,Speaker Program,Positive - Interest Shown,True,18,True
C0004257,R021,H0439,T033,P006,2024-06-23,2024-06-01,2024,6,Email Follow-up,Neutral - Information Only,False,7,True
C0004258,R021,H0386,T033,P006,2024-06-22,2024-06-01,2024,6,Conference,Positive - Prescription Written,False,12,False
C0004259,R021,H0310,T033,P003,2024-06-01,2024-06-01,2024,6,In-Person Visit,Follow-up Scheduled,False,37,False
C0004260,R021,H0375,T033,P006,2024-06-22,2024-06-01,2024,6,Virtual Detail,Neutral - Information Only,False,42,True
C0004261,R021,H0450,T033,P005,2024-06-19,2024-06-01,2024,6,In-Person Visit,Neutral - Information Only,False,42,False
C0004262,R021,H0386,T033,P003,2024-07-07,2024-07-01,2024,7,In-Person Visit,Positive - Interest Shown,False,16,True
C0004263,R021,H0386,T033,P004,2024-07-07,2024-07-01,2024,7,Virtual Detail,Positive - Prescription Written,True,35,False
C0004264,R021,H0439,T033,P003,2024-07-09,2024-07-01,2024,7,Conference,Positive - Interest Shown,True,24,True
C0004265,R021,H0487,T033,P001,2024-07-16,2024-07-01,2024,7,In-Person Visit,Positive - Interest Shown,False,12,True
C0004266,R021,H0367,T033,P002,2024-07-24,2024-07-01,2024,7,In-Person Visit,Neutral - Information Only,False,5,True
C0004267,R021,H0367,T033,P005,2024-07-21,2024-07-01,2024,7,In-Person Visit,Positive - Prescription Written,False,36,True
C0004268,R021,H0375,T033,P006,2024-07-09,2024-07-01,2024,7,Virtual Detail,Positive - Interest Shown,False,34,True
C0004269,R021,H0310,T033,P005,2024-08-05,2024-08-01,2024,8,In-Person Visit,Positive - Interest Shown,True,15,False
C0004270,R021,H0450,T033,P004,2024-08-04,2024-08-01,2024,8,In-Person Visit,Positive - Interest Shown,False,30,False
C0004271,R021,H0386,T033,P006,2024-08-29,2024-08-01,2024,8,In-Person Visit,Positive - Prescription Written,False,42,True
C0004272,R021,H0310,T033,P002,2024-08-17,2024-08-01,2024,8,In-Person Visit,Positive - Interest Shown,True,13,False
C0004273,R021,H0375,T033,P001,2024-08-04,2024-08-01,2024,8,Conference,Neutral - Information Only,False,10,False
C0004274,R021,H0375,T033,P006,2024-08-17,2024-08-01,2024,8,In-Person Visit,Positive - Prescription Written,False,39,False
C0004275,R021,H0450,T033,P001,2024-08-17,2024-08-01,2024,8,Email Follow-up,Neutral - Information Only,False,10,True
C0004276,R021,H0386,T033,P003,2024-09-08,2024-09-01,2024,9,Virtual Detail,Positive - Interest Shown,True,13,True
C0004277,R021,H0375,T033,P006,2024-09-28,2024-09-01,2024,9,In-Person Visit,Positive - Prescription Written,False,14,False
C0004278,R021,H0375,T033,P002,2024-09-24,2024-09-01,2024,9,In-Person Visit,Neutral - Information Only,False,27,True
C0004279,R021,H0439,T033,P004,2024-09-17,2024-09-01,2024,9,Email Follow-up,Neutral - Information Only,False,37,False
C0004280,R021,H0386,T033,P001,2024-09-05,2024-09-01,2024,9,Email Follow-up,Neutral - Information Only,False,39,True
C0004281,R021,H0310,T033,P004,2024-09-10,2024-09-01,2024,9,Conference,Positive - Prescription Written,False,22,False
C0004282,R021,H0487,T033,P006,2024-09-26,2024-09-01,2024,9,In-Person Visit,Positive - Prescription Written,False,21,True
C0004283,R021,H0375,T033,P003,2024-10-17,2024-10-01,2024,10,In-Person Visit,Neutral - Information Only,False,44,True
C0004284,R021,H0487,T033,P006,2024-10-02,2024-10-01,2024,10,Virtual Detail,Neutral - Information Only,False,7,False
C0004285,R021,H0375,T033,P003,2024-10-01,2024-10-01,2024,10,Virtual Detail,Neutral - Information Only,False,37,True
C0004286,R021,H0375,T033,P005,2024-10-28,2024-10-01,2024,10,Virtual Detail,Positive - Prescription Written,False,31,True
C0004287,R021,H0439,T033,P001,2024-10-02,2024-10-01,2024,10,In-Person Visit,Positive - Interest Shown,False,33,False
C0004288,R021,H0439,T033,P001,2024-10-12,2024-10-01,2024,10,Speaker Program,Follow-up Scheduled,False,29,False
C0004289,R021,H0487,T033,P002,2024-10-03,2024-10-01,2024,10,In-Person Visit,Negative - No Interest,False,16,True
C0004290,R021,H0367,T033,P001,2024-11-12,2024-11-01,2024,11,In-Person Visit,Neutral - Information Only,False,13,True
C0004291,R021,H0375,T033,P005,2024-11-21,2024-11-01,2024,11,Email Follow-up,Positive - Prescription Written,False,14,True
C0004292,R021,H0310,T033,P003,2024-11-26,2024-11-01,2024,11,In-Person Visit,Follow-up Scheduled,False,24,True
C0004293,R021,H0367,T033,P004,2024-11-19,2024-11-01,2024,11,Conference,Positive - Interest Shown,False,38,False
C0004294,R021,H0450,T033,P006,2024-11-21,2024-11-01,2024,11,In-Person Visit,Follow-up Scheduled,False,33,True
C0004295,R021,H0439,T033,P004,2024-11-13,2024-11-01,2024,11,Speaker Program,Neutral - Information Only,False,8,True
C0004296,R021,H0450,T033,P006,2024-11-11,2024-11-01,2024,11,In-Person Visit,Positive - Prescription Written,False,33,False
C0004297,R021,H0310,T033,P004,2024-12-10,2024-12-01,2024,12,In-Person Visit,Follow-up Scheduled,False,41,True
C0004298,R021,H0439,T033,P002,2024-12-06,2024-12-01,2024,12,In-Person Visit,Positive - Interest Shown,True,21,True
C0004299,R021,H0450,T033,P004,2024-12-23,2024-12-01,2024,12,In-Person Visit,Neutral - Information Only,False,34,False
C0004300,R021,H0450,T033,P002,2024-12-25,2024-12-01,2024,12,Email Follow-up,Positive - Interest Shown,True,41,True
C0004301,R021,H0450,T033,P004,2024-12-03,2024-12-01,2024,12,Virtual Detail,Neutral - Information Only,False,14,False
C0004302,R021,H0375,T033,P001,2024-12-28,2024-12-01,2024,12,Email Follow-up,Positive - Interest Shown,True,19,True
C0004303,R021,H0439,T033,P001,2024-12-23,2024-12-01,2024,12,Conference,Negative - No Interest,False,10,False
C0004304,R022,H0295,T038,P006,2023-01-18,2023-01-01,2023,1,Virtual Detail,Positive - Prescription Written,False,42,False
C0004305,R022,H0331,T038,P005,2023-01-03,2023-01-01,2023,1,In-Person Visit,Follow-up Scheduled,False,18,False
C0004306,R022,H0093,T038,P003,2023-01-25,2023-01-01,2023,1,Virtual Detail,Positive - Interest Shown,False,10,False
C0004307,R022,H0289,T038,P006,2023-01-21,2023-01-01,2023,1,In-Person Visit,Positive - Interest Shown,True,18,False
C0004308,R022,H0214,T038,P003,2023-01-03,2023-01-01,2023,1,Email Follow-up,Positive - Interest Shown,True,24,True
C0004309,R022,H0214,T038,P005,2023-01-10,2023-01-01,2023,1,In-Person Visit,Positive - Prescription Written,True,10,True
C0004310,R022,H0093,T038,P001,2023-01-20,2023-01-01,2023,1,In-Person Visit,Follow-up Scheduled,False,33,True
C0004311,R022,H0289,T038,P003,2023-01-23,2023-01-01,2023,1,In-Person Visit,Negative - No Interest,False,37,True
C0004312,R022,H0151,T038,P006,2023-01-15,2023-01-01,2023,1,Virtual Detail,Neutral - Information Only,False,30,True
C0004313,R022,H0151,T038,P003,2023-01-29,2023-01-01,2023,1,In-Person Visit,Positive - Interest Shown,True,18,False
C0004314,R022,H0331,T038,P005,2023-02-04,2023-02-01,2023,2,Virtual Detail,Neutral - Information Only,False,34,False
C0004315,R022,H0438,T038,P004,2023-02-25,2023-02-01,2023,2,Virtual Detail,Neutral - Information Only,False,16,True
C0004316,R022,H0295,T038,P006,2023-02-07,2023-02-01,2023,2,In-Person Visit,Neutral - Information Only,False,37,True
C0004317,R022,H0411,T038,P001,2023-02-10,2023-02-01,2023,2,In-Person Visit,Positive - Prescription Written,True,25,False
C0004318,R022,H0151,T038,P003,2023-02-05,2023-02-01,2023,2,In-Person Visit,Positive - Prescription Written,False,41,True
C0004319,R022,H0214,T038,P004,2023-02-25,2023-02-01,2023,2,In-Person Visit,Positive - Interest Shown,False,39,True
C0004320,R022,H0411,T038,P001,2023-02-09,2023-02-01,2023,2,Virtual Detail,Neutral - Information Only,False,14,True
C0004321,R022,H0151,T038,P003,2023-02-24,2023-02-01,2023,2,In-Person Visit,Negative - No Interest,False,25,False
C0004322,R022,H0214,T038,P003,2023-02-09,2023-02-01,2023,2,Speaker Program,Neutral - Information Only,False,12,True
C0004323,R022,H0411,T038,P005,2023-02-14,2023-02-01,2023,2,Conference,Negative - No Interest,False,13,True
C0004324,R022,H0331,T038,P004,2023-03-02,2023-03-01,2023,3,Virtual Detail,Positive - Prescription Written,True,27,False
C0004325,R022,H0151,T038,P002,2023-03-04,2023-03-01,2023,3,In-Person Visit,Neutral - Information Only,False,30,True
C0004326,R022,H0477,T038,P005,2023-03-15,2023-03-01,2023,3,In-Person Visit,Neutral - Information Only,False,9,False
C0004327,R022,H0151,T038,P001,2023-03-26,2023-03-01,2023,3,In-Person Visit,Positive - Interest Shown,False,33,True
C0004328,R022,H0411,T038,P004,2023-03-09,2023-03-01,2023,3,Conference,Positive - Interest Shown,True,13,True
C0004329,R022,H0475,T038,P003,2023-03-11,2023-03-01,2023,3,Virtual Detail,Follow-up Scheduled,False,35,True
C0004330,R022,H0214,T038,P002,2023-03-18,2023-03-01,2023,3,Virtual Detail,Positive - Prescription Written,True,41,True
C0004331,R022,H0289,T038,P004,2023-03-16,2023-03-01,2023,3,In-Person Visit,Positive - Prescription Written,True,17,True
C0004332,R022,H0340,T038,P002,2023-03-13,2023-03-01,2023,3,In-Person Visit,Neutral - Information Only,False,15,True
C0004333,R022,H0295,T038,P001,2023-03-22,2023-03-01,2023,3,Virtual Detail,Follow-up Scheduled,False,33,False
C0004334,R022,H0438,T038,P005,2023-03-04,2023-03-01,2023,3,In-Person Visit,Positive - Prescription Written,True,12,True
C0004335,R022,H0331,T038,P004,2023-03-17,2023-03-01,2023,3,Virtual Detail,Neutral - Information Only,False,6,False
C0004336,R022,H0477,T038,P001,2023-03-03,2023-03-01,2023,3,In-Person Visit,Negative - No Interest,False,39,False
C0004337,R022,H0289,T038,P005,2023-04-09,2023-04-01,2023,4,In-Person Visit,Positive - Interest Shown,False,21,True
C0004338,R022,H0295,T038,P001,2023-04-14,2023-04-01,2023,4,Virtual Detail,Positive - Prescription Written,True,16,True
C0004339,R022,H0433,T038,P003,2023-04-18,2023-04-01,2023,4,In-Person Visit,Follow-up Scheduled,False,34,True
C0004340,R022,H0477,T038,P006,2023-04-07,2023-04-01,2023,4,In-Person Visit,Negative - No Interest,False,19,True
C0004341,R022,H0477,T038,P006,2023-04-08,2023-04-01,2023,4,Speaker Program,Neutral - Information Only,False,5,True
C0004342,R022,H0409,T038,P001,2023-04-05,2023-04-01,2023,4,Virtual Detail,Positive - Prescription Written,True,29,True
C0004343,R022,H0474,T038,P001,2023-04-14,2023-04-01,2023,4,Virtual Detail,Neutral - Information Only,False,36,True
C0004344,R022,H0093,T038,P006,2023-04-02,2023-04-01,2023,4,In-Person Visit,Positive - Prescription Written,False,22,True
C0004345,R022,H0474,T038,P006,2023-04-07,2023-04-01,2023,4,In-Person Visit,Neutral - Information Only,False,35,True
C0004346,R022,H0388,T038,P005,2023-04-21,2023-04-01,2023,4,Email Follow-up,Neutral - Information Only,False,38,True
C0004347,R022,H0093,T038,P006,2023-05-13,2023-05-01,2023,5,Conference,Positive - Interest Shown,False,12,False
C0004348,R022,H0331,T038,P006,2023-05-30,2023-05-01,2023,5,Conference,Neutral - Information Only,False,36,False
C0004349,R022,H0411,T038,P001,2023-05-18,2023-05-01,2023,5,In-Person Visit,Follow-up Scheduled,False,24,True
C0004350,R022,H0214,T038,P005,2023-05-11,2023-05-01,2023,5,In-Person Visit,Negative - No Interest,False,9,True
C0004351,R022,H0409,T038,P005,2023-05-21,2023-05-01,2023,5,Email Follow-up,Neutral - Information Only,False,22,True
C0004352,R022,H0295,T038,P002,2023-05-06,2023-05-01,2023,5,In-Person Visit,Follow-up Scheduled,False,24,True
C0004353,R022,H0289,T038,P004,2023-05-21,2023-05-01,2023,5,In-Person Visit,Neutral - Information Only,False,9,True
C0004354,R022,H0475,T038,P001,2023-05-23,2023-05-01,2023,5,In-Person Visit,Positive - Prescription Written,True,7,True
C0004355,R022,H0214,T038,P004,2023-05-22,2023-05-01,2023,5,Virtual Detail,Negative - No Interest,False,40,False
C0004356,R022,H0331,T038,P002,2023-05-26,2023-05-01,2023,5,Email Follow-up,Positive - Interest Shown,False,40,True
C0004357,R022,H0214,T038,P001,2023-05-04,2023-05-01,2023,5,In-Person Visit,Positive - Interest Shown,True,13,True
C0004358,R022,H0438,T038,P003,2023-06-18,2023-06-01,2023,6,In-Person Visit,Neutral - Information Only,False,12,True
C0004359,R022,H0438,T038,P004,2023-06-10,2023-06-01,2023,6,In-Person Visit,Neutral - Information Only,False,16,True
C0004360,R022,H0474,T038,P005,2023-06-03,2023-06-01,2023,6,In-Person Visit,Positive - Interest Shown,False,11,True
C0004361,R022,H0214,T038,P003,2023-06-13,2023-06-01,2023,6,In-Person Visit,Follow-up Scheduled,False,6,False
C0004362,R022,H0409,T038,P005,2023-06-09,2023-06-01,2023,6,In-Person Visit,Positive - Interest Shown,True,6,True
C0004363,R022,H0475,T038,P005,2023-06-12,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,True,5,True
C0004364,R022,H0093,T038,P006,2023-06-18,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,False,31,True
C0004365,R022,H0438,T038,P001,2023-06-20,2023-06-01,2023,6,Conference,Positive - Prescription Written,False,20,False
C0004366,R022,H0289,T038,P003,2023-06-18,2023-06-01,2023,6,In-Person Visit,Negative - No Interest,False,20,True
C0004367,R022,H0411,T038,P004,2023-06-24,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,True,39,False
C0004368,R022,H0433,T038,P002,2023-06-10,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,True,31,True
C0004369,R022,H0475,T038,P006,2023-06-19,2023-06-01,2023,6,Speaker Program,Positive - Prescription Written,False,16,True
C0004370,R022,H0475,T038,P001,2023-07-02,2023-07-01,2023,7,Virtual Detail,Positive - Interest Shown,False,26,True
C0004371,R022,H0295,T038,P006,2023-07-07,2023-07-01,2023,7,Email Follow-up,Follow-up Scheduled,False,9,True
C0004372,R022,H0295,T038,P006,2023-07-05,2023-07-01,2023,7,Email Follow-up,Neutral - Information Only,False,31,False
C0004373,R022,H0411,T038,P005,2023-07-18,2023-07-01,2023,7,In-Person Visit,Positive - Interest Shown,False,40,True
C0004374,R022,H0474,T038,P005,2023-07-23,2023-07-01,2023,7,In-Person Visit,Positive - Prescription Written,False,17,False
C0004375,R022,H0411,T038,P006,2023-07-25,2023-07-01,2023,7,In-Person Visit,Negative - No Interest,False,41,True
C0004376,R022,H0477,T038,P004,2023-07-23,2023-07-01,2023,7,Email Follow-up,Negative - No Interest,False,33,False
C0004377,R022,H0289,T038,P001,2023-07-20,2023-07-01,2023,7,Virtual Detail,Positive - Interest Shown,False,38,True
C0004378,R022,H0438,T038,P005,2023-07-14,2023-07-01,2023,7,Conference,Positive - Interest Shown,False,32,True
C0004379,R022,H0475,T038,P005,2023-07-09,2023-07-01,2023,7,Conference,Positive - Prescription Written,False,42,True
C0004380,R022,H0340,T038,P006,2023-07-19,2023-07-01,2023,7,Virtual Detail,Neutral - Information Only,False,31,False
C0004381,R022,H0477,T038,P004,2023-07-14,2023-07-01,2023,7,In-Person Visit,Follow-up Scheduled,False,39,True
C0004382,R022,H0409,T038,P001,2023-08-07,2023-08-01,2023,8,In-Person Visit,Neutral - Information Only,False,26,True
C0004383,R022,H0388,T038,P004,2023-08-27,2023-08-01,2023,8,Email Follow-up,Positive - Interest Shown,True,7,False
C0004384,R022,H0331,T038,P003,2023-08-09,2023-08-01,2023,8,Virtual Detail,Negative - No Interest,False,14,True
C0004385,R022,H0477,T038,P004,2023-08-24,2023-08-01,2023,8,In-Person Visit,Follow-up Scheduled,False,40,False
C0004386,R022,H0295,T038,P005,2023-08-21,2023-08-01,2023,8,In-Person Visit,Positive - Interest Shown,True,19,False
C0004387,R022,H0411,T038,P004,2023-08-28,2023-08-01,2023,8,Email Follow-up,Positive - Interest Shown,True,19,True
C0004388,R022,H0438,T038,P003,2023-08-29,2023-08-01,2023,8,Conference,Follow-up Scheduled,False,9,True
C0004389,R022,H0214,T038,P003,2023-08-22,2023-08-01,2023,8,In-Person Visit,Neutral - Information Only,False,25,False
C0004390,R022,H0477,T038,P006,2023-08-28,2023-08-01,2023,8,In-Person Visit,Neutral - Information Only,False,36,False
C0004391,R022,H0409,T038,P005,2023-08-30,2023-08-01,2023,8,Virtual Detail,Positive - Prescription Written,False,34,False
C0004392,R022,H0475,T038,P006,2023-08-18,2023-08-01,2023,8,In-Person Visit,Negative - No Interest,False,32,False
C0004393,R022,H0411,T038,P003,2023-08-19,2023-08-01,2023,8,Virtual Detail,Neutral - Information Only,False,41,True
C0004394,R022,H0411,T038,P003,2023-08-16,2023-08-01,2023,8,In-Person Visit,Neutral - Information Only,False,22,False
C0004395,R022,H0438,T038,P002,2023-09-25,2023-09-01,2023,9,In-Person Visit,Positive - Prescription Written,False,35,True
C0004396,R022,H0409,T038,P005,2023-09-25,2023-09-01,2023,9,In-Person Visit,Neutral - Information Only,False,22,True
C0004397,R022,H0295,T038,P001,2023-09-02,2023-09-01,2023,9,In-Person Visit,Follow-up Scheduled,False,12,True
C0004398,R022,H0477,T038,P006,2023-09-27,2023-09-01,2023,9,In-Person Visit,Negative - No Interest,False,11,True
C0004399,R022,H0411,T038,P006,2023-09-29,2023-09-01,2023,9,Conference,Follow-up Scheduled,False,28,False
C0004400,R022,H0411,T038,P002,2023-09-01,2023-09-01,2023,9,Conference,Positive - Interest Shown,True,44,True
C0004401,R022,H0411,T038,P002,2023-09-17,2023-09-01,2023,9,Conference,Neutral - Information Only,False,29,False
C0004402,R022,H0474,T038,P002,2023-09-29,2023-09-01,2023,9,In-Person Visit,Positive - Prescription Written,True,38,False
C0004403,R022,H0214,T038,P006,2023-09-04,2023-09-01,2023,9,In-Person Visit,Positive - Prescription Written,True,31,True
C0004404,R022,H0151,T038,P001,2023-09-09,2023-09-01,2023,9,In-Person Visit,Positive - Prescription Written,True,8,False
C0004405,R022,H0411,T038,P001,2023-10-01,2023-10-01,2023,10,Conference,Neutral - Information Only,False,7,True
C0004406,R022,H0151,T038,P005,2023-10-13,2023-10-01,2023,10,Email Follow-up,Positive - Prescription Written,False,30,True
C0004407,R022,H0093,T038,P004,2023-10-18,2023-10-01,2023,10,In-Person Visit,Neutral - Information Only,False,38,True
C0004408,R022,H0409,T038,P006,2023-10-19,2023-10-01,2023,10,In-Person Visit,Follow-up Scheduled,False,17,False
C0004409,R022,H0388,T038,P006,2023-10-22,2023-10-01,2023,10,In-Person Visit,Positive - Interest Shown,True,33,False
C0004410,R022,H0214,T038,P004,2023-10-13,2023-10-01,2023,10,Conference,Positive - Interest Shown,True,14,True
C0004411,R022,H0295,T038,P005,2023-10-14,2023-10-01,2023,10,In-Person Visit,Positive - Prescription Written,True,36,True
C0004412,R022,H0093,T038,P002,2023-10-07,2023-10-01,2023,10,In-Person Visit,Positive - Prescription Written,False,29,False
C0004413,R022,H0438,T038,P003,2023-10-06,2023-10-01,2023,10,Conference,Follow-up Scheduled,False,29,False
C0004414,R022,H0331,T038,P002,2023-10-05,2023-10-01,2023,10,Virtual Detail,Neutral - Information Only,False,11,True
C0004415,R022,H0289,T038,P003,2023-10-17,2023-10-01,2023,10,Virtual Detail,Neutral - Information Only,False,38,True
C0004416,R022,H0388,T038,P003,2023-11-25,2023-11-01,2023,11,In-Person Visit,Positive - Interest Shown,True,35,False
C0004417,R022,H0214,T038,P003,2023-11-11,2023-11-01,2023,11,Virtual Detail,Neutral - Information Only,False,26,True
C0004418,R022,H0411,T038,P005,2023-11-13,2023-11-01,2023,11,Email Follow-up,Neutral - Information Only,False,9,False
C0004419,R022,H0331,T038,P001,2023-11-09,2023-11-01,2023,11,Conference,Follow-up Scheduled,False,34,False
C0004420,R022,H0409,T038,P004,2023-11-26,2023-11-01,2023,11,Virtual Detail,Positive - Prescription Written,True,34,True
C0004421,R022,H0409,T038,P006,2023-11-04,2023-11-01,2023,11,In-Person Visit,Neutral - Information Only,False,15,True
C0004422,R022,H0474,T038,P005,2023-11-01,2023-11-01,2023,11,In-Person Visit,Follow-up Scheduled,False,23,True
C0004423,R022,H0474,T038,P004,2023-11-19,2023-11-01,2023,11,Speaker Program,Positive - Prescription Written,False,26,False
C0004424,R022,H0477,T038,P006,2023-11-05,2023-11-01,2023,11,Virtual Detail,Positive - Prescription Written,False,30,True
C0004425,R022,H0289,T038,P002,2023-11-26,2023-11-01,2023,11,In-Person Visit,Follow-up Scheduled,False,26,False
C0004426,R022,H0093,T038,P005,2023-11-20,2023-11-01,2023,11,Email Follow-up,Positive - Interest Shown,True,38,True
C0004427,R022,H0340,T038,P006,2023-11-29,2023-11-01,2023,11,In-Person Visit,Positive - Prescription Written,True,6,False
C0004428,R022,H0475,T038,P003,2023-11-04,2023-11-01,2023,11,In-Person Visit,Positive - Prescription Written,True,13,True
C0004429,R022,H0438,T038,P002,2023-12-05,2023-12-01,2023,12,In-Person Visit,Follow-up Scheduled,False,43,False
C0004430,R022,H0411,T038,P005,2023-12-25,2023-12-01,2023,12,Speaker Program,Positive - Prescription Written,False,35,True
C0004431,R022,H0438,T038,P006,2023-12-26,2023-12-01,2023,12,In-Person Visit,Positive - Prescription Written,False,23,True
C0004432,R022,H0214,T038,P006,2023-12-27,2023-12-01,2023,12,In-Person Visit,Follow-up Scheduled,False,19,True
C0004433,R022,H0388,T038,P006,2023-12-21,2023-12-01,2023,12,Conference,Neutral - Information Only,False,26,True
C0004434,R022,H0295,T038,P001,2023-12-28,2023-12-01,2023,12,In-Person Visit,Neutral - Information Only,False,18,False
C0004435,R022,H0289,T038,P001,2023-12-19,2023-12-01,2023,12,In-Person Visit,Neutral - Information Only,False,14,True
C0004436,R022,H0433,T038,P003,2023-12-14,2023-12-01,2023,12,Virtual Detail,Neutral - Information Only,False,16,False
C0004437,R022,H0438,T038,P001,2023-12-13,2023-12-01,2023,12,In-Person Visit,Negative - No Interest,False,26,False
C0004438,R022,H0214,T038,P002,2023-12-25,2023-12-01,2023,12,In-Person Visit,Neutral - Information Only,False,41,False
C0004439,R022,H0214,T038,P001,2023-12-12,2023-12-01,2023,12,In-Person Visit,Neutral - Information Only,False,43,True
C0004440,R022,H0411,T038,P004,2023-12-07,2023-12-01,2023,12,Email Follow-up,Positive - Prescription Written,True,17,True
C0004441,R022,H0214,T038,P005,2023-12-13,2023-12-01,2023,12,In-Person Visit,Positive - Interest Shown,False,37,False
C0004442,R022,H0474,T038,P005,2024-01-01,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,23,False
C0004443,R022,H0433,T038,P005,2024-01-15,2024-01-01,2024,1,In-Person Visit,Negative - No Interest,False,44,True
C0004444,R022,H0409,T038,P001,2024-01-22,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,21,True
C0004445,R022,H0474,T038,P006,2024-01-22,2024-01-01,2024,1,Virtual Detail,Neutral - Information Only,False,36,False
C0004446,R022,H0151,T038,P002,2024-01-09,2024-01-01,2024,1,In-Person Visit,Positive - Interest Shown,False,38,False
C0004447,R022,H0331,T038,P006,2024-01-28,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,37,False
C0004448,R022,H0438,T038,P004,2024-01-18,2024-01-01,2024,1,Email Follow-up,Follow-up Scheduled,False,43,True
C0004449,R022,H0331,T038,P006,2024-01-02,2024-01-01,2024,1,Virtual Detail,Negative - No Interest,False,27,False
C0004450,R022,H0475,T038,P004,2024-01-02,2024-01-01,2024,1,Email Follow-up,Positive - Prescription Written,True,25,True
C0004451,R022,H0214,T038,P005,2024-01-15,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,8,True
C0004452,R022,H0331,T038,P003,2024-01-12,2024-01-01,2024,1,Email Follow-up,Positive - Interest Shown,False,43,True
C0004453,R022,H0295,T038,P002,2024-02-17,2024-02-01,2024,2,Email Follow-up,Positive - Prescription Written,True,22,False
C0004454,R022,H0331,T038,P002,2024-02-27,2024-02-01,2024,2,In-Person Visit,Neutral - Information Only,False,37,False
