sale_id,rep_id,territory_id,product_id,month,year,month_num,units_sold,revenue_usd,discount_pct,net_revenue_usd
S001564,R023,T006,P005,2023-03-01,2023,3,1,343.8,0.094,311.48
S001565,R023,T006,P005,2023-04-01,2023,4,1,360.79,0.144,308.84
S001566,R023,T006,P001,2023-04-01,2023,4,2,1065.96,0.125,932.72
S001567,R023,T006,P004,2023-04-01,2023,4,5,1607.05,0.051,1525.09
S001568,R023,T006,P002,2023-04-01,2023,4,5,3852.95,0.059,3625.63
S001569,R023,T006,P003,2023-05-01,2023,5,4,5756.62,0.124,5042.8
S001570,R023,T006,P004,2023-05-01,2023,5,2,844.23,0.066,788.51
S001571,R023,T006,P006,2023-05-01,2023,5,2,2669.79,0.045,2549.65
S001572,R023,T006,P002,2023-05-01,2023,5,5,3889.84,0.083,3566.98
S001573,R023,T006,P006,2023-06-01,2023,6,4,3797.7,0.172,3144.5
S001574,R023,T006,P001,2023-06-01,2023,6,4,1922.69,0.17,1595.83
S001575,R023,T006,P005,2023-06-01,2023,6,3,993.15,0.081,912.7
S001576,R023,T006,P006,2023-07-01,2023,7,3,2887.19,0.139,2485.87
S001577,R023,T006,P001,2023-07-01,2023,7,5,2187.53,0.154,1850.65
S001578,R023,T006,P005,2023-07-01,2023,7,5,1725.12,0.037,1661.29
S001579,R023,T006,P002,2023-07-01,2023,7,1,574.29,0.162,481.26
S001580,R023,T006,P004,2023-08-01,2023,8,1,563.82,0.082,517.59
S001581,R023,T006,P005,2023-08-01,2023,8,2,672.19,0.075,621.78
S001582,R023,T006,P001,2023-09-01,2023,9,3,1526.24,0.135,1320.2
S001583,R023,T006,P005,2023-09-01,2023,9,2,763.8,0.171,633.19
S001584,R023,T006,P002,2023-09-01,2023,9,1,1009.45,0.116,892.35
S001585,R023,T006,P006,2023-10-01,2023,10,3,3458.69,0.023,3379.14
S001586,R023,T006,P003,2023-10-01,2023,10,1,1472.28,0.094,1333.89
S001587,R023,T006,P004,2023-10-01,2023,10,3,1023.34,0.131,889.28
S001588,R023,T006,P002,2023-10-01,2023,10,2,1406.75,0.028,1367.36
S001589,R023,T006,P004,2023-11-01,2023,11,4,1302.88,0.067,1215.59
S001590,R023,T006,P005,2023-11-01,2023,11,2,758.89,0.173,627.6
S001591,R023,T006,P006,2023-11-01,2023,11,2,2057.49,0.06,1934.04
S001592,R023,T006,P004,2023-12-01,2023,12,6,1876.42,0.15,1594.96
S001593,R023,T006,P006,2023-12-01,2023,12,1,1249.22,0.059,1175.52
S001594,R023,T006,P001,2023-12-01,2023,12,1,568.02,0.118,500.99
S001595,R023,T006,P002,2023-12-01,2023,12,3,2647.24,0.116,2340.16
S001596,R023,T006,P005,2024-01-01,2024,1,1,490.3,0.143,420.19
S001597,R023,T006,P006,2024-01-01,2024,1,5,4764.21,0.031,4616.52
S001598,R023,T006,P002,2024-01-01,2024,1,6,4096.17,0.047,3903.65
S001599,R023,T006,P003,2024-02-01,2024,2,1,1859.7,0.138,1603.06
S001600,R023,T006,P002,2024-02-01,2024,2,3,2486.68,0.116,2198.23
S001601,R023,T006,P005,2024-03-01,2024,3,3,1076.01,0.113,954.42
S001602,R023,T006,P002,2024-03-01,2024,3,1,1323.0,0.159,1112.64
S001603,R023,T006,P001,2024-03-01,2024,3,4,1833.51,0.141,1574.99
S001604,R023,T006,P003,2024-03-01,2024,3,1,2255.89,0.068,2102.49
S001605,R023,T006,P002,2024-04-01,2024,4,2,1528.41,0.097,1380.15
S001606,R023,T006,P003,2024-04-01,2024,4,4,5825.27,0.031,5644.69
S001607,R023,T006,P006,2024-04-01,2024,4,1,607.6,0.125,531.65
S001608,R023,T006,P002,2024-05-01,2024,5,2,1557.7,0.113,1381.68
S001609,R023,T006,P004,2024-05-01,2024,5,2,784.22,0.081,720.7
S001610,R023,T006,P005,2024-06-01,2024,6,3,925.22,0.173,765.16
S001611,R023,T006,P006,2024-06-01,2024,6,6,5746.39,0.103,5154.51
S001612,R023,T006,P003,2024-06-01,2024,6,4,5414.28,0.156,4569.65
S001613,R023,T006,P003,2024-07-01,2024,7,2,3330.83,0.056,3144.3
S001614,R023,T006,P001,2024-07-01,2024,7,5,2465.3,0.176,2031.41
S001615,R023,T006,P004,2024-07-01,2024,7,4,1497.42,0.066,1398.59
S001616,R023,T006,P006,2024-07-01,2024,7,2,2344.27,0.179,1924.65
S001617,R023,T006,P006,2024-08-01,2024,8,2,2348.34,0.071,2181.61
S001618,R023,T006,P003,2024-08-01,2024,8,1,1383.7,0.115,1224.57
S001619,R023,T006,P004,2024-09-01,2024,9,2,874.94,0.035,844.32
S001620,R023,T006,P003,2024-09-01,2024,9,3,4113.77,0.054,3891.63
S001621,R023,T006,P005,2024-09-01,2024,9,1,399.8,0.166,333.43
S001622,R023,T006,P004,2024-10-01,2024,10,5,1561.46,0.159,1313.19
S001623,R023,T006,P006,2024-10-01,2024,10,3,2955.69,0.061,2775.39
S001624,R023,T006,P005,2024-10-01,2024,10,1,323.76,0.082,297.21
S001625,R023,T006,P001,2024-10-01,2024,10,3,1616.95,0.054,1529.63
S001626,R023,T006,P005,2024-11-01,2024,11,1,372.63,0.024,363.69
S001627,R023,T006,P006,2024-11-01,2024,11,1,1114.06,0.154,942.49
S001628,R023,T006,P002,2024-11-01,2024,11,5,3559.29,0.113,3157.09
S001629,R023,T006,P004,2024-12-01,2024,12,5,1685.06,0.14,1449.15
S001630,R023,T006,P003,2024-12-01,2024,12,3,4084.62,0.087,3729.26
S001631,R023,T006,P001,2024-12-01,2024,12,1,302.1,0.171,250.44
S001632,R023,T006,P002,2024-12-01,2024,12,2,1613.73,0.13,1403.95
S001633,R024,T044,P005,2023-01-01,2023,1,5,1608.73,0.071,1494.51
S001634,R024,T044,P004,2023-01-01,2023,1,2,707.24,0.116,625.2
S001635,R024,T044,P006,2023-01-01,2023,1,9,8353.64,0.106,7468.15
S001636,R024,T044,P003,2023-01-01,2023,1,5,7297.64,0.153,6181.1
S001637,R024,T044,P004,2023-02-01,2023,2,3,1217.45,0.021,1191.88
S001638,R024,T044,P003,2023-02-01,2023,2,2,3114.88,0.094,2822.08
S001639,R024,T044,P006,2023-02-01,2023,2,6,5477.77,0.032,5302.48
S001640,R024,T044,P001,2023-03-01,2023,3,6,2569.8,0.066,2400.19
S001641,R024,T044,P002,2023-03-01,2023,3,3,2252.35,0.076,2081.17
S001642,R024,T044,P005,2023-03-01,2023,3,8,2466.96,0.155,2084.58
S001643,R024,T044,P006,2023-03-01,2023,3,11,10593.73,0.031,10265.32
S001644,R024,T044,P004,2023-04-01,2023,4,1,458.88,0.091,417.12
S001645,R024,T044,P002,2023-04-01,2023,4,1,835.52,0.03,810.45
S001646,R024,T044,P006,2023-04-01,2023,4,11,9892.37,0.12,8705.29
S001647,R024,T044,P006,2023-05-01,2023,5,10,9656.52,0.059,9086.79
S001648,R024,T044,P005,2023-05-01,2023,5,2,811.92,0.051,770.51
S001649,R024,T044,P002,2023-05-01,2023,5,7,5303.83,0.073,4916.65
S001650,R024,T044,P003,2023-06-01,2023,6,4,5693.8,0.137,4913.75
S001651,R024,T044,P001,2023-06-01,2023,6,7,3290.92,0.121,2892.72
S001652,R024,T044,P006,2023-06-01,2023,6,1,1458.06,0.117,1287.47
S001653,R024,T044,P005,2023-07-01,2023,7,3,1016.41,0.098,916.8
S001654,R024,T044,P006,2023-07-01,2023,7,2,2394.77,0.046,2284.61
S001655,R024,T044,P004,2023-07-01,2023,7,1,486.66,0.125,425.83
S001656,R024,T044,P001,2023-07-01,2023,7,13,5566.69,0.159,4681.59
S001657,R024,T044,P006,2023-08-01,2023,8,4,3672.72,0.14,3158.54
S001658,R024,T044,P003,2023-08-01,2023,8,3,4401.3,0.14,3785.12
S001659,R024,T044,P004,2023-09-01,2023,9,7,2305.52,0.147,1966.61
S001660,R024,T044,P003,2023-09-01,2023,9,6,8664.04,0.172,7173.83
S001661,R024,T044,P006,2023-10-01,2023,10,3,3388.03,0.162,2839.17
S001662,R024,T044,P005,2023-10-01,2023,10,4,1384.84,0.068,1290.67
S001663,R024,T044,P002,2023-10-01,2023,10,2,1677.78,0.091,1525.1
S001664,R024,T044,P006,2023-11-01,2023,11,5,4494.91,0.121,3951.03
S001665,R024,T044,P004,2023-11-01,2023,11,10,3214.85,0.075,2973.74
S001666,R024,T044,P001,2023-11-01,2023,11,9,3810.39,0.08,3505.56
S001667,R024,T044,P003,2023-12-01,2023,12,8,10297.7,0.023,10060.85
S001668,R024,T044,P004,2023-12-01,2023,12,1,425.37,0.076,393.04
S001669,R024,T044,P006,2023-12-01,2023,12,11,9887.52,0.172,8186.87
S001670,R024,T044,P002,2023-12-01,2023,12,7,5082.24,0.03,4929.77
S001671,R024,T044,P006,2024-01-01,2024,1,3,3161.31,0.153,2677.63
S001672,R024,T044,P005,2024-01-01,2024,1,9,2844.28,0.162,2383.51
S001673,R024,T044,P001,2024-01-01,2024,1,9,4176.57,0.099,3763.09
S001674,R024,T044,P002,2024-01-01,2024,1,3,2499.95,0.037,2407.45
S001675,R024,T044,P006,2024-02-01,2024,2,9,8887.42,0.104,7963.13
S001676,R024,T044,P003,2024-02-01,2024,2,2,3417.9,0.03,3315.36
S001677,R024,T044,P003,2024-03-01,2024,3,3,3917.17,0.124,3431.44
S001678,R024,T044,P001,2024-03-01,2024,3,6,2559.11,0.084,2344.14
S001679,R024,T044,P004,2024-04-01,2024,4,3,976.15,0.128,851.2
S001680,R024,T044,P005,2024-04-01,2024,4,2,641.67,0.134,555.69
S001681,R024,T044,P002,2024-04-01,2024,4,9,6524.78,0.12,5741.81
S001682,R024,T044,P006,2024-05-01,2024,5,7,7056.82,0.117,6231.17
S001683,R024,T044,P002,2024-05-01,2024,5,6,4165.56,0.039,4003.1
S001684,R024,T044,P005,2024-06-01,2024,6,4,1299.3,0.104,1164.17
S001685,R024,T044,P006,2024-06-01,2024,6,5,5015.03,0.12,4413.23
S001686,R024,T044,P006,2024-07-01,2024,7,1,1368.97,0.107,1222.49
S001687,R024,T044,P003,2024-07-01,2024,7,14,18033.37,0.033,17438.27
S001688,R024,T044,P001,2024-08-01,2024,8,3,1581.59,0.131,1374.4
S001689,R024,T044,P006,2024-08-01,2024,8,3,3545.96,0.058,3340.29
S001690,R024,T044,P002,2024-08-01,2024,8,2,1380.0,0.157,1163.34
S001691,R024,T044,P004,2024-09-01,2024,9,4,1458.78,0.148,1242.88
S001692,R024,T044,P005,2024-09-01,2024,9,6,1932.44,0.147,1648.37
S001693,R024,T044,P001,2024-09-01,2024,9,1,748.18,0.086,683.84
S001694,R024,T044,P002,2024-10-01,2024,10,3,2191.23,0.052,2077.29
S001695,R024,T044,P004,2024-10-01,2024,10,6,2161.22,0.03,2096.38
S001696,R024,T044,P003,2024-10-01,2024,10,8,10887.45,0.094,9864.03
S001697,R024,T044,P001,2024-10-01,2024,10,1,634.75,0.072,589.05
S001698,R024,T044,P006,2024-11-01,2024,11,6,5523.39,0.067,5153.32
S001699,R024,T044,P005,2024-11-01,2024,11,7,2307.32,0.089,2101.97
S001700,R024,T044,P001,2024-12-01,2024,12,3,1536.27,0.059,1445.63
S001701,R024,T044,P003,2024-12-01,2024,12,2,2812.55,0.071,2612.86
S001702,R024,T044,P004,2024-12-01,2024,12,10,3274.1,0.152,2776.44
S001703,R024,T044,P006,2024-12-01,2024,12,7,7010.23,0.177,5769.42
S001704,R025,T045,P003,2023-01-01,2023,1,4,5822.67,0.157,4908.51
S001705,R025,T045,P002,2023-01-01,2023,1,5,3790.45,0.085,3468.26
S001706,R025,T045,P001,2023-01-01,2023,1,5,2439.09,0.07,2268.35
S001707,R025,T045,P005,2023-01-01,2023,1,1,433.76,0.077,400.36
S001708,R025,T045,P001,2023-02-01,2023,2,8,3453.94,0.042,3308.87
S001709,R025,T045,P003,2023-02-01,2023,2,3,4042.04,0.045,3860.15
S001710,R025,T045,P004,2023-02-01,2023,2,5,1812.4,0.092,1645.66
S001711,R025,T045,P001,2023-03-01,2023,3,5,2409.58,0.115,2132.48
S001712,R025,T045,P006,2023-03-01,2023,3,7,6244.91,0.084,5720.34
S001713,R025,T045,P002,2023-03-01,2023,3,7,4835.49,0.041,4637.23
S001714,R025,T045,P003,2023-04-01,2023,4,2,2968.95,0.097,2680.96
S001715,R025,T045,P004,2023-04-01,2023,4,1,494.97,0.168,411.82
S001716,R025,T045,P002,2023-04-01,2023,4,2,1843.62,0.163,1543.11
S001717,R025,T045,P006,2023-05-01,2023,5,2,2336.52,0.028,2271.1
S001718,R025,T045,P002,2023-05-01,2023,5,2,1545.7,0.16,1298.39
S001719,R025,T045,P005,2023-05-01,2023,5,1,510.74,0.035,492.86
S001720,R025,T045,P004,2023-05-01,2023,5,8,2522.56,0.174,2083.63
S001721,R025,T045,P001,2023-06-01,2023,6,5,2168.16,0.084,1986.03
S001722,R025,T045,P004,2023-06-01,2023,6,7,2310.23,0.028,2245.54
S001723,R025,T045,P006,2023-06-01,2023,6,1,1552.14,0.098,1400.03
S001724,R025,T045,P003,2023-06-01,2023,6,6,8525.74,0.044,8150.61
S001725,R025,T045,P002,2023-07-01,2023,7,3,2147.66,0.087,1960.81
S001726,R025,T045,P006,2023-07-01,2023,7,2,2263.94,0.171,1876.81
S001727,R025,T045,P001,2023-08-01,2023,8,8,3526.06,0.061,3310.97
S001728,R025,T045,P002,2023-08-01,2023,8,7,5354.96,0.079,4931.92
S001729,R025,T045,P003,2023-08-01,2023,8,4,5307.65,0.098,4787.5
S001730,R025,T045,P003,2023-09-01,2023,9,5,6438.98,0.041,6174.98
S001731,R025,T045,P005,2023-09-01,2023,9,4,1188.96,0.06,1117.62
S001732,R025,T045,P004,2023-09-01,2023,9,4,1471.05,0.141,1263.63
S001733,R025,T045,P006,2023-10-01,2023,10,1,1465.28,0.028,1424.25
S001734,R025,T045,P001,2023-10-01,2023,10,2,1045.8,0.056,987.24
S001735,R025,T045,P001,2023-11-01,2023,11,2,1167.75,0.022,1142.06
S001736,R025,T045,P002,2023-11-01,2023,11,2,1454.09,0.055,1374.12
S001737,R025,T045,P006,2023-12-01,2023,12,7,6536.36,0.135,5653.95
S001738,R025,T045,P002,2023-12-01,2023,12,4,3162.21,0.143,2710.01
S001739,R025,T045,P005,2023-12-01,2023,12,2,824.26,0.123,722.88
S001740,R025,T045,P001,2023-12-01,2023,12,2,846.16,0.026,824.16
S001741,R025,T045,P001,2024-01-01,2024,1,9,4131.17,0.178,3395.82
S001742,R025,T045,P005,2024-01-01,2024,1,3,1007.28,0.143,863.24
S001743,R025,T045,P002,2024-01-01,2024,1,9,6590.14,0.071,6122.24
S001744,R025,T045,P001,2024-02-01,2024,2,6,2934.02,0.054,2775.58
S001745,R025,T045,P004,2024-02-01,2024,2,8,2493.04,0.111,2216.31
S001746,R025,T045,P002,2024-03-01,2024,3,2,1844.01,0.079,1698.33
S001747,R025,T045,P003,2024-03-01,2024,3,5,6656.79,0.162,5578.39
S001748,R025,T045,P004,2024-04-01,2024,4,1,483.66,0.159,406.76
S001749,R025,T045,P003,2024-04-01,2024,4,1,2271.99,0.17,1885.75
S001750,R025,T045,P003,2024-05-01,2024,5,6,8203.22,0.146,7005.55
S001751,R025,T045,P001,2024-05-01,2024,5,11,4729.59,0.055,4469.46
S001752,R025,T045,P006,2024-05-01,2024,5,5,4827.07,0.044,4614.68
S001753,R025,T045,P002,2024-05-01,2024,5,3,2603.71,0.145,2226.17
S001754,R025,T045,P001,2024-06-01,2024,6,3,1516.06,0.07,1409.94
S001755,R025,T045,P002,2024-06-01,2024,6,2,1714.74,0.028,1666.73
S001756,R025,T045,P001,2024-07-01,2024,7,1,663.97,0.053,628.78
S001757,R025,T045,P005,2024-07-01,2024,7,8,2465.49,0.135,2132.65
S001758,R025,T045,P001,2024-08-01,2024,8,2,1092.81,0.123,958.39
S001759,R025,T045,P003,2024-08-01,2024,8,2,2766.62,0.121,2431.86
S001760,R025,T045,P006,2024-08-01,2024,8,1,1289.07,0.058,1214.3
S001761,R025,T045,P005,2024-08-01,2024,8,6,1830.36,0.065,1711.39
S001762,R025,T045,P001,2024-09-01,2024,9,1,569.38,0.041,546.04
S001763,R025,T045,P004,2024-09-01,2024,9,7,2458.44,0.138,2119.18
S001764,R025,T045,P005,2024-10-01,2024,10,4,1330.82,0.178,1093.93
S001765,R025,T045,P003,2024-10-01,2024,10,10,12778.89,0.144,10938.73
S001766,R025,T045,P003,2024-11-01,2024,11,2,3154.3,0.126,2756.86
S001767,R025,T045,P001,2024-11-01,2024,11,7,3232.42,0.067,3015.85
S001768,R025,T045,P003,2024-12-01,2024,12,1,1128.14,0.084,1033.38
S001769,R025,T045,P006,2024-12-01,2024,12,1,1594.29,0.063,1493.85
S001770,R026,T032,P004,2023-01-01,2023,1,3,1218.17,0.118,1074.43
S001771,R026,T032,P006,2023-01-01,2023,1,3,2920.68,0.05,2774.65
S001772,R026,T032,P001,2023-01-01,2023,1,1,685.47,0.127,598.42
S001773,R026,T032,P004,2023-02-01,2023,2,3,1163.66,0.076,1075.22
S001774,R026,T032,P002,2023-02-01,2023,2,5,3506.92,0.115,3103.62
S001775,R026,T032,P006,2023-02-01,2023,2,3,3051.5,0.172,2526.64
S001776,R026,T032,P005,2023-03-01,2023,3,1,349.2,0.118,307.99
S001777,R026,T032,P002,2023-03-01,2023,3,4,2952.45,0.115,2612.92
S001778,R026,T032,P003,2023-04-01,2023,4,1,1595.21,0.11,1419.74
S001779,R026,T032,P001,2023-04-01,2023,4,2,1055.28,0.065,986.69
S001780,R026,T032,P004,2023-04-01,2023,4,3,1144.6,0.142,982.07
S001781,R026,T032,P002,2023-04-01,2023,4,5,3801.87,0.163,3182.17
S001782,R026,T032,P001,2023-05-01,2023,5,5,2329.77,0.114,2064.18
S001783,R026,T032,P004,2023-05-01,2023,5,6,1911.27,0.137,1649.43
S001784,R026,T032,P002,2023-06-01,2023,6,3,2442.4,0.076,2256.78
S001785,R026,T032,P003,2023-06-01,2023,6,2,2648.1,0.136,2287.96
S001786,R026,T032,P004,2023-06-01,2023,6,4,1454.95,0.067,1357.47
S001787,R026,T032,P006,2023-06-01,2023,6,3,2930.48,0.133,2540.73
S001788,R026,T032,P004,2023-07-01,2023,7,3,1069.69,0.093,970.21
S001789,R026,T032,P006,2023-07-01,2023,7,4,4444.96,0.144,3804.89
S001790,R026,T032,P006,2023-08-01,2023,8,3,2981.64,0.044,2850.45
S001791,R026,T032,P003,2023-08-01,2023,8,2,2903.67,0.024,2833.98
S001792,R026,T032,P002,2023-09-01,2023,9,1,1256.83,0.094,1138.69
S001793,R026,T032,P003,2023-09-01,2023,9,2,2952.99,0.157,2489.37
S001794,R026,T032,P006,2023-09-01,2023,9,3,2920.65,0.156,2465.03
S001795,R026,T032,P004,2023-09-01,2023,9,2,778.67,0.148,663.43
S001796,R026,T032,P004,2023-10-01,2023,10,4,1456.6,0.136,1258.5
S001797,R026,T032,P006,2023-10-01,2023,10,2,2084.4,0.064,1951.0
S001798,R026,T032,P002,2023-10-01,2023,10,4,3254.33,0.023,3179.48
S001799,R026,T032,P005,2023-10-01,2023,10,3,1109.41,0.071,1030.64
S001800,R026,T032,P005,2023-11-01,2023,11,2,785.5,0.17,651.96
S001801,R026,T032,P001,2023-11-01,2023,11,3,1362.88,0.177,1121.65
S001802,R026,T032,P003,2023-11-01,2023,11,2,2613.88,0.112,2321.13
S001803,R026,T032,P003,2023-12-01,2023,12,5,6831.94,0.133,5923.29
S001804,R026,T032,P004,2023-12-01,2023,12,3,1147.61,0.07,1067.28
S001805,R026,T032,P001,2023-12-01,2023,12,1,654.72,0.13,569.61
S001806,R026,T032,P003,2024-01-01,2024,1,4,5462.51,0.077,5041.9
S001807,R026,T032,P002,2024-01-01,2024,1,3,2599.11,0.124,2276.82
S001808,R026,T032,P001,2024-02-01,2024,2,1,343.68,0.092,312.06
S001809,R026,T032,P002,2024-02-01,2024,2,3,2070.61,0.092,1880.11
S001810,R026,T032,P002,2024-03-01,2024,3,4,2985.87,0.113,2648.47
S001811,R026,T032,P006,2024-03-01,2024,3,1,1467.47,0.068,1367.68
S001812,R026,T032,P005,2024-03-01,2024,3,2,798.91,0.032,773.34
S001813,R026,T032,P002,2024-04-01,2024,4,1,1215.54,0.133,1053.87
S001814,R026,T032,P004,2024-04-01,2024,4,1,396.72,0.091,360.62
S001815,R026,T032,P006,2024-05-01,2024,5,6,6177.98,0.079,5689.92
S001816,R026,T032,P004,2024-05-01,2024,5,4,1362.29,0.12,1198.82
S001817,R026,T032,P001,2024-05-01,2024,5,5,2483.97,0.099,2238.06
S001818,R026,T032,P001,2024-06-01,2024,6,1,360.84,0.091,328.0
S001819,R026,T032,P002,2024-06-01,2024,6,5,3919.41,0.133,3398.13
S001820,R026,T032,P003,2024-06-01,2024,6,5,6933.62,0.152,5879.71
S001821,R026,T032,P006,2024-07-01,2024,7,5,4521.11,0.069,4209.15
S001822,R026,T032,P003,2024-07-01,2024,7,2,3196.2,0.12,2812.66
S001823,R026,T032,P002,2024-07-01,2024,7,1,774.75,0.169,643.82
S001824,R026,T032,P001,2024-08-01,2024,8,4,1711.39,0.152,1451.26
S001825,R026,T032,P003,2024-08-01,2024,8,5,7292.19,0.049,6934.87
S001826,R026,T032,P003,2024-09-01,2024,9,1,2065.45,0.062,1937.39
S001827,R026,T032,P005,2024-09-01,2024,9,3,1030.31,0.084,943.76
S001828,R026,T032,P003,2024-10-01,2024,10,5,6524.07,0.175,5382.36
S001829,R026,T032,P006,2024-10-01,2024,10,2,2298.51,0.107,2052.57
S001830,R026,T032,P001,2024-10-01,2024,10,1,794.47,0.084,727.73
S001831,R026,T032,P004,2024-10-01,2024,10,2,925.8,0.069,861.92
S001832,R026,T032,P001,2024-11-01,2024,11,2,912.27,0.172,755.36
S001833,R026,T032,P002,2024-11-01,2024,11,3,2680.75,0.021,2624.45
S001834,R026,T032,P005,2024-11-01,2024,11,7,2047.96,0.081,1882.08
S001835,R026,T032,P003,2024-11-01,2024,11,5,6633.82,0.043,6348.57
S001836,R026,T032,P004,2024-12-01,2024,12,1,471.58,0.031,456.96
S001837,R026,T032,P006,2024-12-01,2024,12,5,4582.25,0.074,4243.16
S001838,R026,T032,P003,2024-12-01,2024,12,5,6456.17,0.109,5752.45
S001839,R026,T032,P002,2024-12-01,2024,12,3,2443.68,0.035,2358.15
S001840,R027,T045,P004,2023-01-01,2023,1,2,629.17,0.107,561.85
S001841,R027,T045,P006,2023-01-01,2023,1,5,4772.97,0.153,4042.71
S001842,R027,T045,P003,2023-01-01,2023,1,4,5705.43,0.032,5522.86
S001843,R027,T045,P005,2023-02-01,2023,2,11,3366.97,0.173,2784.48
S001844,R027,T045,P003,2023-02-01,2023,2,10,13552.36,0.15,11519.51
S001845,R027,T045,P004,2023-03-01,2023,3,4,1282.48,0.061,1204.25
S001846,R027,T045,P006,2023-03-01,2023,3,6,6166.72,0.027,6000.22
S001847,R027,T045,P003,2023-03-01,2023,3,6,7983.77,0.021,7816.11
S001848,R027,T045,P006,2023-04-01,2023,4,4,4163.2,0.165,3476.27
S001849,R027,T045,P001,2023-04-01,2023,4,12,5325.98,0.112,4729.47
S001850,R027,T045,P004,2023-04-01,2023,4,3,1033.96,0.1,930.56
S001851,R027,T045,P003,2023-04-01,2023,4,2,2630.23,0.138,2267.26
S001852,R027,T045,P001,2023-05-01,2023,5,6,2857.82,0.164,2389.14
S001853,R027,T045,P002,2023-05-01,2023,5,2,1983.92,0.16,1666.49
S001854,R027,T045,P003,2023-05-01,2023,5,1,1934.21,0.044,1849.1
S001855,R027,T045,P001,2023-06-01,2023,6,6,2817.1,0.163,2357.91
S001856,R027,T045,P002,2023-06-01,2023,6,14,9554.28,0.041,9162.55
S001857,R027,T045,P003,2023-06-01,2023,6,4,6166.49,0.165,5149.02
S001858,R027,T045,P006,2023-07-01,2023,7,5,4879.32,0.026,4752.46
S001859,R027,T045,P002,2023-07-01,2023,7,4,3058.97,0.151,2597.07
S001860,R027,T045,P003,2023-07-01,2023,7,3,3882.53,0.028,3773.82
S001861,R027,T045,P001,2023-08-01,2023,8,5,2128.12,0.092,1932.33
S001862,R027,T045,P004,2023-08-01,2023,8,4,1282.77,0.166,1069.83
S001863,R027,T045,P003,2023-08-01,2023,8,8,11075.16,0.081,10178.07
S001864,R027,T045,P002,2023-08-01,2023,8,7,4878.25,0.154,4127.0
S001865,R027,T045,P005,2023-09-01,2023,9,6,1861.26,0.066,1738.42
S001866,R027,T045,P001,2023-09-01,2023,9,7,3126.82,0.113,2773.49
S001867,R027,T045,P003,2023-10-01,2023,10,6,8116.05,0.18,6655.16
S001868,R027,T045,P006,2023-10-01,2023,10,2,2483.22,0.106,2220.0
S001869,R027,T045,P001,2023-10-01,2023,10,9,4018.42,0.147,3427.71
S001870,R027,T045,P004,2023-10-01,2023,10,4,1429.9,0.069,1331.24
S001871,R027,T045,P005,2023-11-01,2023,11,1,518.71,0.083,475.66
S001872,R027,T045,P004,2023-11-01,2023,11,2,713.99,0.039,686.14
S001873,R027,T045,P004,2023-12-01,2023,12,2,894.98,0.065,836.81
S001874,R027,T045,P003,2023-12-01,2023,12,3,4312.48,0.141,3704.42
S001875,R027,T045,P006,2023-12-01,2023,12,2,1921.63,0.125,1681.43
S001876,R027,T045,P005,2023-12-01,2023,12,6,2025.07,0.066,1891.42
S001877,R027,T045,P002,2024-01-01,2024,1,4,2851.08,0.049,2711.38
S001878,R027,T045,P005,2024-01-01,2024,1,3,1060.87,0.041,1017.37
S001879,R027,T045,P006,2024-01-01,2024,1,4,4082.46,0.126,3568.07
S001880,R027,T045,P001,2024-02-01,2024,2,3,1619.7,0.051,1537.1
S001881,R027,T045,P003,2024-02-01,2024,2,3,4996.23,0.11,4446.64
S001882,R027,T045,P006,2024-02-01,2024,2,8,7171.5,0.124,6282.23
S001883,R027,T045,P003,2024-03-01,2024,3,6,7832.31,0.142,6720.12
S001884,R027,T045,P006,2024-03-01,2024,3,9,8420.61,0.086,7696.44
S001885,R027,T045,P004,2024-03-01,2024,3,6,1929.91,0.04,1852.71
S001886,R027,T045,P005,2024-04-01,2024,4,3,1119.24,0.133,970.38
S001887,R027,T045,P001,2024-04-01,2024,4,6,2885.97,0.169,2398.24
S001888,R027,T045,P004,2024-04-01,2024,4,9,2839.78,0.09,2584.2
S001889,R027,T045,P005,2024-05-01,2024,5,2,812.76,0.027,790.82
S001890,R027,T045,P002,2024-05-01,2024,5,10,7177.58,0.134,6215.78
S001891,R027,T045,P002,2024-06-01,2024,6,13,8876.91,0.073,8228.9
S001892,R027,T045,P003,2024-06-01,2024,6,10,12780.99,0.101,11490.11
S001893,R027,T045,P002,2024-07-01,2024,7,5,3403.07,0.061,3195.48
S001894,R027,T045,P004,2024-07-01,2024,7,3,949.68,0.024,926.89
S001895,R027,T045,P001,2024-08-01,2024,8,1,794.5,0.027,773.05
S001896,R027,T045,P005,2024-08-01,2024,8,4,1207.69,0.055,1141.27
S001897,R027,T045,P002,2024-09-01,2024,9,4,3377.66,0.138,2911.54
S001898,R027,T045,P003,2024-09-01,2024,9,7,8849.62,0.123,7761.12
S001899,R027,T045,P003,2024-10-01,2024,10,8,11027.51,0.16,9263.11
S001900,R027,T045,P005,2024-10-01,2024,10,2,741.72,0.041,711.31
S001901,R027,T045,P006,2024-11-01,2024,11,1,1609.72,0.104,1442.31
S001902,R027,T045,P005,2024-11-01,2024,11,5,1707.66,0.132,1482.25
S001903,R027,T045,P001,2024-12-01,2024,12,5,2500.93,0.144,2140.8
S001904,R027,T045,P002,2024-12-01,2024,12,6,4720.55,0.168,3927.5
S001905,R027,T045,P006,2024-12-01,2024,12,6,6100.39,0.166,5087.73
S001906,R028,T047,P004,2023-01-01,2023,1,3,1063.37,0.093,964.48
